AccidentType,inckey,Fatalities,Injuries,TrackDamage,EquipmentDamage,HazmatCars,HazmatCarsDerailed,HazmatCarsReleasing,County,DisplayDate,DisplayTime,calendar,Fiscal,AccidentCause,RailroadCodes,RAILEQUIPMENT_TYPE,CauseGroup,CauseDiscipline,TYPE_OF_TRACK,StateName,latitude,longitude,GeoLocation
Derailments,2013:01:UP:0113CB008,0,0,2500,15677,9,3,0,CLINTON,1/29/2013 0:00,1:25,2013,2013,"H702,","UP,",7,"H7,","H,",YARD,Iowa,41.811995,-90.232623,"Iowa
(41.811995, -90.232623)"
Obstruction impact,2013:10:KCS:13101102,0,0,0,14256,0,0,0,MORGAN,10/11/2013 0:00,18:10,2013,2014,"M599,","KCS,",1,"M5,","M,",INDUSTRY,Illinois,39.758769,-90.232586,"Illinois
(39.758769, -90.232586)"
Side collision,2014:12:UP:1214CB011,0,0,1056,23597,0,0,0,CLINTON,12/17/2014 0:00,19:30,2014,2015,"H602,H510,","UP,",7,"H6,H5,","H,",YARD,Iowa,41.8131,-90.231002,"Iowa
(41.8131, -90.231002)"
Other events,2015:03:BNSF:SF0315122,0,0,154533,0,0,0,0,ST LOUIS CITY,3/25/2015 0:00,19:45,2015,2015,"H605,H702,","BNSF,UP,",1,"H6,H7,H6,H7,","H,",MAIN,Missouri,38.62966,-90.230225,"Missouri
(38.62966, -90.230225)"
Derailments,2012:07:CAGY:CAG246012,0,0,3500,40000,0,0,0,LEFLORE,7/6/2012 0:00,1:45,2012,2012,"T103,","CAGY,",1,"T1,","T,",MAIN,Mississippi,33.49856,-90.22843,"Mississippi
(33.49856, -90.22843)"
Derailments,2015:10:NS:117632,0,0,300,50900,0,0,0,ST LOUIS,10/4/2015 0:00,18:15,2015,2016,"H525,","NS,",1,"H5,","H,",YARD,Missouri,38.702049,-90.226975,"Missouri
(38.702049, -90.226975)"
Derailments,2012:04:UP:0412CB002,0,0,38,11197,0,0,0,CLINTON,4/9/2012 0:00,13:00,2012,2012,"T108,M204,","UP,",7,"T1,M2,","T,M,",INDUSTRY,Iowa,41.815042,-90.225632,"Iowa
(41.815042, -90.225632)"
Derailments,2011:09:NS:096323,0,0,7500,6690,0,0,0,ST LOUIS,9/16/2011 0:00,10:00,2011,2011,"H702,","NS,",7,"H7,","H,",YARD,Missouri,38.698688,-90.222555,"Missouri
(38.698688, -90.222555)"
Derailments,2013:06:NS:105280,0,0,0,26900,0,0,0,ST LOUIS,6/28/2013 0:00,9:05,2013,2013,"T217,","NS,",4,"T2,","T,",YARD,Missouri,38.698688,-90.222555,"Missouri
(38.698688, -90.222555)"
Derailments,2013:07:NS:105518,0,0,73500,121700,0,0,0,ST LOUIS,7/14/2013 0:00,23:20,2013,2013,"H704,","NS,",51,"H7,","H,",YARD,Missouri,38.698688,-90.222555,"Missouri
(38.698688, -90.222555)"
Derailments,2014:03:NS:109744,0,0,2500,66191,0,0,0,ST LOUIS,3/24/2014 0:00,4:05,2014,2014,"H525,","NS,",1,"H5,","H,",YARD,Missouri,38.697485,-90.222296,"Missouri
(38.697485, -90.222296)"
Derailments,2014:03:NS:109592,0,0,0,28900,0,0,0,ST LOUIS,3/13/2014 0:00,4:10,2014,2014,"T110,","NS,",7,"T1,","T,",YARD,Missouri,38.696334,-90.221137,"Missouri
(38.696334, -90.221137)"
Highway-rail impact,2012:07:IC:753504,0,5,700,27071,0,0,0,HINDS,7/30/2012 0:00,11:41,2012,2012,"M302,","ATK,IC,",2,"M3,","M,",MAIN,Mississippi,32.220592,-90.21936,"Mississippi
(32.220592, -90.21936)"
Highway-rail impact,2014:08:IC:822223,0,0,16541,2500,0,0,0,TUNICA,8/6/2014 0:00,10:55,2014,2014,"M302,M308,","IC,",1,"M3,","M,",MAIN,Mississippi,34.860752,-90.2183,"Mississippi
(34.860752, -90.2183)"
Derailments,2012:06:UP:0612CB005,0,0,12060,200,12,0,0,CLINTON,6/11/2012 0:00,7:19,2012,2012,"T317,H503,","BNSF,UP,",1,"T3,H5,","T,H,",YARD,Iowa,41.817481,-90.217892,"Iowa
(41.817481, -90.217892)"
Derailments,2016:06:BNSF:SF0616128,0,0,10000,10000,0,0,0,ST LOUIS CITY,6/29/2016 0:00,12:09,2016,2016,"H307,H702,","BNSF,",1,"H3,H7,","H,",YARD,Missouri,38.700126,-90.21777,"Missouri
(38.700126, -90.21777)"
Derailments,2015:03:BNSF:SF0315121,0,0,70000,90144,0,0,0,ST LOUIS CITY,3/25/2015 0:00,8:20,2015,2015,"T210,","BNSF,",1,"T2,","T,",YARD,Missouri,38.702219,-90.217116,"Missouri
(38.702219, -90.217116)"
Derailments,2015:01:BNSF:SF0115110,0,0,22000,2698,0,0,0,ST LOUIS CITY,1/20/2015 0:00,16:06,2015,2015,"T202,","BNSF,",7,"T2,","T,",YARD,Missouri,38.699274,-90.215679,"Missouri
(38.699274, -90.215679)"
Derailments,2015:03:UP:0315SL017,0,0,300,14782,0,0,0,ST CLAIR,3/27/2015 0:00,23:30,2015,2015,"H306,","UP,",1,"H3,","H,",YARD,Illinois,38.519389,-90.21352,"Illinois
(38.519389, -90.21352)"
Derailments,2013:03:UP:0313CB013,0,0,3094,38859,4,0,0,CLINTON,3/14/2013 0:00,7:00,2013,2013,"T110,T112,","UP,",7,"T1,","T,",YARD,Iowa,41.819796,-90.213392,"Iowa
(41.819796, -90.213392)"
Derailments,2014:07:UP:0714CB003,0,0,8396,2239,0,0,0,CLINTON,7/11/2014 0:00,7:22,2014,2014,"T311,","CP,UP,",1,"T3,","T,",YARD,Iowa,41.819999,-90.213021,"Iowa
(41.819999, -90.213021)"
Derailments,2015:04:UP:0415CB001,0,0,3479,11657,0,0,0,CLINTON,4/7/2015 0:00,19:35,2015,2015,"T309,T311,","UP,",7,"T3,","T,",YARD,Iowa,41.820277,-90.212614,"Iowa
(41.820277, -90.212614)"
Derailments,2016:06:CAGY:CAG886316,0,0,27723,4430,0,0,0,LEFLORE,6/1/2016 0:00,24:30:00,2016,2016,"E4BC,E24C,","CAGY,IC,",1,"E4,E2,","E,",MAIN,Mississippi,33.484185,-90.212133,"Mississippi
(33.484185, -90.212133)"
Derailments,2013:08:UP:0813SL012,0,0,1997,7981,4,0,0,ST CLAIR,8/31/2013 0:00,19:18,2013,2013,"T206,","UP,",7,"T2,","T,",YARD,Illinois,38.518845,-90.211851,"Illinois
(38.518845, -90.211851)"
Derailments,2013:05:BNSF:GC0513119,0,0,4200,15261,0,0,0,JEFFERSON,5/20/2013 0:00,17:00,2013,2013,"T108,","BNSF,",7,"T1,","T,",YARD,Louisiana,29.91879,-90.209891,"Louisiana
(29.91879, -90.209891)"
Derailments,2011:07:UP:0711SL012,0,0,143127,538153,0,0,0,MONROE,7/24/2011 0:00,24:30:00,2011,2011,"T206,","UP,",1,"T2,","T,",MAIN,Illinois,38.16077,-90.20878,"Illinois
(38.16077, -90.20878)"
Derailments,2016:07:UP:0716LV027,0,0,3550,12863,0,0,0,JEFFERSON,7/30/2016 0:00,11:50,2016,2016,"T110,","UP,",7,"T1,","T,",YARD,Louisiana,29.918347,-90.208095,"Louisiana
(29.918347, -90.208095)"
Derailments,2013:05:IC:778217,0,0,1450,105000,17,7,0,JEFFERSON,5/2/2013 0:00,5:45,2013,2013,"T202,","CSX,IC,",7,"T2,","T,",YARD,Louisiana,29.973859,-90.208054,"Louisiana
(29.973859, -90.208054)"
Derailments,2013:02:IC:771517,0,0,197935,465187,0,0,0,HINDS,2/22/2013 0:00,6:45,2013,2013,"T001,","IC,",1,"T0,","T,",MAIN,Mississippi,32.267295,-90.207874,"Mississippi
(32.267295, -90.207874)"
Fire/violent rupture,2014:08:UP:0814LK003,0,0,0,107915,0,0,0,CRITTENDEN,8/5/2014 0:00,23:35,2014,2014,"M406,","UP,",1,"M4,","M,",MAIN,Arkansas,35.186162,-90.207032,"Arkansas
(35.186162, -90.207032)"
Highway-rail impact,2013:09:IC:791461,0,0,250,14386,0,0,0,LEFLORE,9/12/2013 0:00,13:35,2013,2013,"M302,","IC,",1,"M3,","M,",MAIN,Mississippi,33.633362,-90.206512,"Mississippi
(33.633362, -90.206512)"
Derailments,2015:04:UP:0415LV004,0,0,50764,33071,1,1,0,JEFFERSON,4/4/2015 0:00,24:15:00,2015,2015,"H702,","UP,",7,"H7,","H,",YARD,Louisiana,29.91784,-90.204603,"Louisiana
(29.91784, -90.204603)"
Derailments,2013:09:KJRY:09162013,0,0,2000000,331000,0,0,0,FULTON,9/16/2013 0:00,16:20,2013,2013,"M507,","KJRY,",1,"M5,","M,",MAIN,Illinois,40.290827,-90.203444,"Illinois
(40.290827, -90.203444)"
Derailments,2013:09:IC:791707,0,0,7681,43580,58,0,0,JEFFERSON,9/14/2013 0:00,18:25,2013,2013,"H512,","IC,",1,"H5,","H,",YARD,Louisiana,29.94028,-90.20306,"Louisiana
(29.94028, -90.20306)"
Derailments,2012:07:UP:0712LV014,0,0,8873,1139,0,0,0,JEFFERSON,7/28/2012 0:00,13:59,2012,2012,"T303,","UP,",1,"T3,","T,",YARD,Louisiana,29.917782,-90.200227,"Louisiana
(29.917782, -90.200227)"
Derailments,2015:11:BNSF:GC1115102,0,0,60000,72996,1,1,0,JEFFERSON,11/4/2015 0:00,4:30,2015,2016,"H704,","BNSF,",7,"H7,","H,",YARD,Louisiana,29.917876,-90.19898,"Louisiana
(29.917876, -90.19898)"
Derailments,2013:08:UP:0813LV019,0,0,4960,11538,0,0,0,JEFFERSON,8/23/2013 0:00,21:40,2013,2013,"H503,","UP,",1,"H5,","H,",YARD,Louisiana,29.916946,-90.196361,"Louisiana
(29.916946, -90.196361)"
Derailments,2014:02:IMTZ:INDUSTRY,0,0,165,25037,12,0,0,JEFFERSON,2/3/2014 0:00,23:22,2014,2014,"T102,","UP,",7,"T1,","T,",INDUSTRY,Louisiana,29.918549,-90.194916,"Louisiana
(29.918549, -90.194916)"
Other impacts,2011:12:ADM:INDUSTRY,0,0,0,125480,0,0,0,CLINTON,12/7/2011 0:00,4:30,2011,2012,"H301,","DME,",16,"H3,","H,",INDUSTRY,Iowa,41.832125,-90.194441,"Iowa
(41.832125, -90.194441)"
Other impacts,2015:10:UP:1015SL012,0,0,0,14005,0,0,0,ST LOUIS CITY,10/20/2015 0:00,19:00,2015,2016,"H310,","UP,",57,"H3,","H,",YARD,Missouri,38.605691,-90.193881,"Missouri
(38.605691, -90.193881)"
Derailments,2016:03:UP:0316SL011,0,0,12528,11702,0,0,0,ST LOUIS CITY,3/27/2016 0:00,17:20,2016,2016,"H607,","UP,",7,"H6,","H,",YARD,Missouri,38.605691,-90.193881,"Missouri
(38.605691, -90.193881)"
Derailments,2015:08:UP:0815LV001,0,0,131530,2100,0,0,0,JEFFERSON,8/4/2015 0:00,17:20,2015,2015,"T113,","UP,",7,"T1,","T,",YARD,Louisiana,29.915918,-90.191534,"Louisiana
(29.915918, -90.191534)"
Derailments,2012:04:UP:0412LV011,0,0,69685,21578,0,0,0,JEFFERSON,4/17/2012 0:00,17:50,2012,2012,"T311,T309,","UP,",1,"T3,","T,",YARD,Louisiana,29.915915,-90.191512,"Louisiana
(29.915915, -90.191512)"
Derailments,2012:09:TRRA:12036,0,0,228181,329261,0,0,0,ST CLAIR,9/23/2012 0:00,4:45,2012,2012,"T220,","TRRA,UP,",1,"T2,","T,",MAIN,Illinois,38.609764,-90.191235,"Illinois
(38.609764, -90.191235)"
Side collision,2015:02:IC:841858,0,0,0,13457,0,0,0,HINDS,2/25/2015 0:00,10:30,2015,2015,"H399,","IC,KCS,",18,"H3,","H,",YARD,Mississippi,32.313495,-90.190727,"Mississippi
(32.313495, -90.190727)"
Derailments,2016:06:UP:0616SL007,0,0,53983,19952,6,3,0,ST LOUIS CITY,6/16/2016 0:00,7:55,2016,2016,"H703,","UP,",7,"H7,","H,",YARD,Missouri,38.612267,-90.190653,"Missouri
(38.612267, -90.190653)"
Other impacts,2012:01:IC:734359,0,0,25,13100,0,0,0,HINDS,1/31/2012 0:00,12:20,2012,2012,"H702,H318,","IC,",71,"H7,H3,H7,H3,","H,",YARD,Mississippi,32.316859,-90.189686,"Mississippi
(32.316859, -90.189686)"
Other impacts,2012:02:IC:734717,0,0,25,12383,1,1,0,HINDS,2/3/2012 0:00,4:40,2012,2012,"H318,","IC,",7,"H3,","H,",YARD,Mississippi,32.316859,-90.189686,"Mississippi
(32.316859, -90.189686)"
Other impacts,2012:03:DME:230980,0,0,128,19000,0,0,0,JACKSON,3/30/2012 0:00,14:33,2012,2012,"H309,","DME,",61,"H3,","H,",YARD,Iowa,42.06915,-90.18947,"Iowa
(42.06915, -90.18947)"
Derailments,2014:08:UP:0814LV006,0,0,87636,1788,18,7,0,JEFFERSON,8/9/2014 0:00,10:58,2014,2014,"T110,","UP,",1,"T1,","T,",YARD,Louisiana,29.91576,-90.188232,"Louisiana
(29.91576, -90.188232)"
Derailments,2014:06:UP:0614LV002,0,0,8800,10432,31,2,0,JEFFERSON,6/1/2014 0:00,9:30,2014,2014,"H702,","UP,",7,"H7,","H,",YARD,Louisiana,29.915803,-90.188227,"Louisiana
(29.915803, -90.188227)"
Derailments,2012:02:UP:0212LV023,0,0,304,34313,0,0,0,JEFFERSON,2/17/2012 0:00,1:20,2012,2012,"T110,","UP,",8,"T1,","T,",YARD,Louisiana,29.915545,-90.188221,"Louisiana
(29.915545, -90.188221)"
Derailments,2015:06:UP:0615LV007,0,0,5880,14677,5,1,0,JEFFERSON,6/13/2015 0:00,3:50,2015,2015,"H601,","UP,",67,"H6,","H,",YARD,Louisiana,29.91862,-90.187971,"Louisiana
(29.91862, -90.187971)"
Other impacts,2012:03:IC:740516,0,0,25,27043,32,1,0,HINDS,3/30/2012 0:00,11:00,2012,2012,"H020,","IC,",76,"H0,","H,",YARD,Mississippi,32.323854,-90.187574,"Mississippi
(32.323854, -90.187574)"
Other impacts,2011:09:IC:720698,0,0,20,24000,5,1,0,HINDS,9/7/2011 0:00,12:08,2011,2011,"H317,","IC,",7,"H3,","H,",YARD,Mississippi,32.32385,-90.18757,"Mississippi
(32.32385, -90.18757)"
Derailments,2012:10:IC:762057,0,0,9500,19000,14,2,0,HINDS,10/30/2012 0:00,16:45,2012,2013,"H399,","IC,",1,"H3,","H,",YARD,Mississippi,32.32385,-90.18756,"Mississippi
(32.32385, -90.18756)"
Side collision,2015:05:IC:851525,0,0,159641,164028,18,0,0,HINDS,5/28/2015 0:00,10:11,2015,2015,"H706,","IC,",71,"H7,","H,",YARD,Mississippi,32.325708,-90.18754,"Mississippi
(32.325708, -90.18754)"
Other impacts,2013:01:UP:0113LV010,0,0,99,10018,9,2,0,JEFFERSON,1/15/2013 0:00,7:51,2013,2013,"H601,","UP,",7,"H6,","H,",YARD,Louisiana,29.921572,-90.186431,"Louisiana
(29.921572, -90.186431)"
Other impacts,2016:04:IC:886050,0,0,25,18500,0,0,0,JEFFERSON,4/21/2016 0:00,1:40,2016,2016,"H318,","IC,",7,"H3,","H,",YARD,Louisiana,29.971863,-90.186071,"Louisiana
(29.971863, -90.186071)"
Side collision,2016:05:IC:887424,0,0,250,90144,89,0,0,JEFFERSON,5/5/2016 0:00,2:00,2016,2016,"H306,","IC,",786,"H3,","H,",YARD,Louisiana,29.971744,-90.185961,"Louisiana
(29.971744, -90.185961)"
Derailments,2015:10:BNSF:GC1015107,0,0,1000,10281,35,0,0,JEFFERSON,10/15/2015 0:00,4:45,2015,2016,"H307,","BNSF,",1,"H3,","H,",YARD,Louisiana,29.916859,-90.185824,"Louisiana
(29.916859, -90.185824)"
Derailments,2013:04:BNSF:SF0413119,0,0,0,30386,0,0,0,ST LOUIS,4/19/2013 0:00,17:45,2013,2013,"H507,","BNSF,",7,"H5,","H,",YARD,Missouri,38.365,-90.1853,"Missouri
(38.365, -90.1853)"
Raking collision,2012:12:UP:1212LV017,0,0,0,10875,13,1,0,JEFFERSON,12/26/2012 0:00,7:00,2012,2013,"H307,","UP,",87,"H3,","H,",YARD,Louisiana,29.918141,-90.184885,"Louisiana
(29.918141, -90.184885)"
Raking collision,2016:03:UP:0316LV015,0,0,99,15119,0,0,0,JEFFERSON,3/25/2016 0:00,10:43,2016,2016,"H021,","UP,",7,"H0,","H,",YARD,Louisiana,29.917998,-90.184205,"Louisiana
(29.917998, -90.184205)"
Derailments,2014:10:NS:112577,0,0,98309,2100,0,0,0,MADISON,10/13/2014 0:00,21:00,2014,2015,"T110,","NS,",7,"T1,","T,",MAIN,Illinois,38.888923,-90.184096,"Illinois
(38.888923, -90.184096)"
Derailments,2012:02:TRRA:12003,0,0,22067,21022,0,0,0,ST LOUIS,2/8/2012 0:00,10:15,2012,2012,"H301,","TRRA,",7,"H3,","H,",YARD,Missouri,38.64447,-90.182587,"Missouri
(38.64447, -90.182587)"
Highway-rail impact,2015:07:IAIS:2015067,0,1,0,25000,0,0,0,HENRY,7/20/2015 0:00,7:50,2015,2015,"M302,","IAIS,",1,"M3,","M,",MAIN,Illinois,41.459816,-90.182022,"Illinois
(41.459816, -90.182022)"
Derailments,2015:04:NOPB:D20150427E,0,0,100435,561700,0,0,0,JEFFERSON,4/27/2015 0:00,10:55,2015,2015,"M105,","NOPB,UP,",11,"M1,","M,",MAIN,Louisiana,29.95898,-90.181851,"Louisiana
(29.95898, -90.181851)"
Derailments,2011:10:NOPB:102411,0,0,112676,52817,17,0,0,JEFFERSON,10/24/2011 0:00,19:30,2011,2012,"E34C,","IC,NOPB,UP,",7,"E3,","E,",MAIN,Louisiana,29.966577,-90.181001,"Louisiana
(29.966577, -90.181001)"
Derailments,2012:08:UP:0812LV002,0,0,160570,8933,54,2,0,JEFFERSON,8/1/2012 0:00,1:47,2012,2012,"H307,","UP,",7,"H3,","H,",YARD,Louisiana,29.916108,-90.180092,"Louisiana
(29.916108, -90.180092)"
Derailments,2013:10:KCS:13102903,0,0,0,206997,27,0,0,HINDS,10/29/2013 0:00,14:22,2013,2014,"H505,","KCS,",1,"H5,","H,",MAIN,Mississippi,32.287617,-90.17962,"Mississippi
(32.287617, -90.17962)"
Obstruction impact,2013:03:CP:236358,0,0,0,11500,32,0,0,CLINTON,3/30/2013 0:00,14:15,2013,2013,"H307,","CP,",1,"H3,","H,",SIDING,Iowa,41.86917,-90.17521,"Iowa
(41.86917, -90.17521)"
Fire/violent rupture,2015:04:UP:0415SL009,0,0,0,100000,0,0,0,MADISON,4/22/2015 0:00,10:45,2015,2015,"M406,","UP,",NA,"M4,","M,",MAIN,Illinois,38.667489,-90.174135,"Illinois
(38.667489, -90.174135)"
Derailments,2013:11:NOPB:2013110501,0,0,3525,7781,0,0,0,JEFFERSON,11/25/2013 0:00,19:45,2013,2014,"H503,T316,","NOPB,UP,",1,"H5,T3,","H,T,",MAIN,Louisiana,29.969875,-90.17367,"Louisiana
(29.969875, -90.17367)"
Derailments,2015:09:UP:0915PR015,0,0,78808,4461,0,0,0,WHITESIDE,9/16/2015 0:00,13:45,2015,2015,"T314,","UP,",4,"T3,","T,",YARD,Illinois,41.836364,-90.17243,"Illinois
(41.836364, -90.17243)"
Highway-rail impact,2013:12:WC:800111,0,1,15950,0,1,0,0,WOOD,12/20/2013 0:00,17:53,2013,2014,"M304,M308,","WC,",1,"M3,","M,",MAIN,Wisconsin,44.666817,-90.171745,"Wisconsin
(44.666817, -90.171745)"
Derailments,2013:10:UP:1013LV007,0,0,33196,13395,0,0,0,JEFFERSON,10/13/2013 0:00,19:00,2013,2014,"T217,","UP,",1,"T2,","T,",YARD,Louisiana,29.91519,-90.171603,"Louisiana
(29.91519, -90.171603)"
Highway-rail impact,2011:12:WC:729159,0,0,41679,500,6,0,0,MARATHON,12/3/2011 0:00,9:10,2011,2012,"M399,","WC,",1,"M3,","M,",MAIN,Wisconsin,44.69992,-90.16965,"Wisconsin
(44.69992, -90.16965)"
Derailments,2013:01:UP:0113LV022,0,0,46010,32638,27,0,0,JEFFERSON,1/29/2013 0:00,6:45,2013,2013,"H702,","UP,",1,"H7,","H,",INDUSTRY,Louisiana,29.915229,-90.168541,"Louisiana
(29.915229, -90.168541)"
Derailments,2013:05:NS:104763,0,0,0,60310,0,0,0,MADISON,5/23/2013 0:00,18:00,2013,2013,"H702,","NS,",1,"H7,","H,",MAIN,Illinois,38.886471,-90.167345,"Illinois
(38.886471, -90.167345)"
Derailments,2015:05:ALS:20150517A,0,0,124,44781,0,0,0,MADISON,5/17/2015 0:00,21:00,2015,2015,"H607,H303,","ALS,BNSF,",1,"H6,H3,H6,H3,","H,",YARD,Illinois,38.694191,-90.165862,"Illinois
(38.694191, -90.165862)"
Derailments,2014:03:TRRA:14014,0,0,9197,16611,1,0,0,ST CLAIR,3/10/2014 0:00,13:00,2014,2014,"M405,","KCS,TRRA,UP,",1,"M4,","M,",MAIN,Illinois,38.628915,-90.163831,"Illinois
(38.628915, -90.163831)"
Derailments,2016:05:CP:1000399969,0,0,301200,670636,0,0,0,CLINTON,5/22/2016 0:00,15:32,2016,2016,"T109,","CP,",1,"T1,","T,",MAIN,Iowa,41.990879,-90.163639,"Iowa
(41.990879, -90.163639)"
Derailments,2014:11:TRRA:14034,0,0,20000,149250,0,0,0,MADISON,11/28/2014 0:00,14:15,2014,2015,"T111,","TRRA,",1,"T1,","T,",YARD,Illinois,38.67262,-90.163186,"Illinois
(38.67262, -90.163186)"
Derailments,2014:10:TRRA:14026,0,0,22409,4573,0,0,0,MADISON,10/6/2014 0:00,6:30,2014,2015,"H506,","BNSF,TRRA,",1,"H5,","H,",YARD,Illinois,38.67562,-90.163186,"Illinois
(38.67562, -90.163186)"
Derailments,2014:03:TRRA:14010,0,0,4500,31446,0,0,0,MADISON,3/3/2014 0:00,2:40,2014,2014,"H316,","TRRA,",7,"H3,","H,",YARD,Illinois,38.669883,-90.16289,"Illinois
(38.669883, -90.16289)"
Other impacts,2015:03:TRRA:15006,0,0,18784,26000,0,0,0,MADISON,3/13/2015 0:00,16:45,2015,2015,"M407,","TRRA,",5,"M4,","M,",YARD,Illinois,38.669883,-90.16289,"Illinois
(38.669883, -90.16289)"
Derailments,2015:04:TRRA:15011,0,0,9967,13119,0,0,0,MADISON,4/5/2015 0:00,23:21,2015,2015,"T314,","BNSF,TRRA,",8,"T3,","T,",YARD,Illinois,38.675728,-90.16251,"Illinois
(38.675728, -90.16251)"
Derailments,2011:10:TRRA:11038,0,0,21526,13000,0,0,0,MADISON,10/19/2011 0:00,4:30,2011,2012,"E64C,","TRRA,",7,"E6,","E,",YARD,Illinois,38.670661,-90.162431,"Illinois
(38.670661, -90.162431)"
Derailments,2012:07:TRRA:12021,0,0,3254,12320,0,0,0,MADISON,7/1/2012 0:00,1:27,2012,2012,"M411,","TRRA,",5,"M4,","M,",YARD,Illinois,38.664728,-90.161603,"Illinois
(38.664728, -90.161603)"
Derailments,2011:11:TRRA:11046,0,0,19566,210400,11,0,0,MADISON,11/29/2011 0:00,20:05,2011,2012,"T221,T220,","BNSF,TRRA,",1,"T2,","T,",YARD,Illinois,38.663398,-90.16132,"Illinois
(38.663398, -90.16132)"
Derailments,2013:08:BNSF:CH0813108,0,0,202000,372607,0,0,0,KNOX,8/25/2013 0:00,16:00,2013,2013,"T109,T216,","BNSF,",1,"T1,T2,","T,",MAIN,Illinois,40.801427,-90.160821,"Illinois
(40.801427, -90.160821)"
Derailments,2015:03:TRRA:15008,0,0,11834,20000,0,0,0,MADISON,3/17/2015 0:00,18:55,2015,2015,"T211,T199,","BNSF,TRRA,",8,"T2,T1,","T,",YARD,Illinois,38.662743,-90.160502,"Illinois
(38.662743, -90.160502)"
Derailments,2012:09:TRRA:12033,0,0,17823,600,0,0,0,MADISON,9/10/2012 0:00,10:52,2012,2012,"H513,H524,","NS,TRRA,",1,"H5,","H,",YARD,Illinois,38.66237,-90.160295,"Illinois
(38.66237, -90.160295)"
Derailments,2012:09:TRRA:12034,0,0,15317,74500,0,0,0,MADISON,9/13/2012 0:00,2:15,2012,2012,"E31L,E34L,","TRRA,",1,"E3,","E,",YARD,Illinois,38.662345,-90.160256,"Illinois
(38.662345, -90.160256)"
Derailments,2014:01:TRRA:14004,0,0,22200,1800,0,0,0,MADISON,1/19/2014 0:00,18:00,2014,2014,"H501,","TRRA,",1,"H5,","H,",YARD,Illinois,38.661,-90.159,"Illinois
(38.661, -90.159)"
Derailments,2011:06:TRRA:11026,0,0,4229,5822,0,0,0,MADISON,6/17/2011 0:00,10:30,2011,2011,"T221,","NS,TRRA,",1,"T2,","T,",MAIN,Illinois,38.699476,-90.158636,"Illinois
(38.699476, -90.158636)"
Derailments,2015:10:TRRA:15030,0,0,57756,6735,0,0,0,MADISON,10/27/2015 0:00,21:00,2015,2016,"T199,","TRRA,",7,"T1,","T,",MAIN,Illinois,38.701489,-90.157886,"Illinois
(38.701489, -90.157886)"
Derailments,2012:01:UP:0112SL009,0,0,300,24580,13,0,0,ST CLAIR,1/20/2012 0:00,5:10,2012,2012,"T216,H505,","TRRA,UP,",1,"T2,H5,","T,H,",YARD,Illinois,38.595476,-90.156402,"Illinois
(38.595476, -90.156402)"
Derailments,2012:03:UP:0312SL011,0,0,10827,1000,0,0,0,ST CLAIR,3/17/2012 0:00,6:45,2012,2012,"T220,","ALS,UP,",7,"T2,","T,",YARD,Illinois,38.595476,-90.156402,"Illinois
(38.595476, -90.156402)"
Derailments,2012:03:UP:0312SL015,0,0,1524,12154,14,0,0,ST CLAIR,3/26/2012 0:00,5:00,2012,2012,"T210,","UP,",1,"T2,","T,",YARD,Illinois,38.595476,-90.156402,"Illinois
(38.595476, -90.156402)"
Derailments,2013:01:ALS:012613,0,0,84540,9500,1,0,0,ST CLAIR,1/26/2013 0:00,9:00,2013,2013,"H506,","ALS,UP,",1,"H5,","H,",YARD,Illinois,38.59681,-90.155831,"Illinois
(38.59681, -90.155831)"
Highway-rail impact,2014:04:IC:809421,0,0,28028,12022,0,0,0,DE SOTO,4/3/2014 0:00,24:23:00,2014,2014,"M308,","IC,",1,"M3,","M,",MAIN,Mississippi,34.948994,-90.155235,"Mississippi
(34.948994, -90.155235)"
Derailments,2012:05:KCS:12052202,0,0,300,103501,20,5,0,RANKIN,5/22/2012 0:00,19:20,2012,2012,"E30C,","KCS,",76,"E3,","E,",YARD,Mississippi,32.261183,-90.155138,"Mississippi
(32.261183, -90.155138)"
Derailments,2013:04:UP:0413SL015,0,0,152,15189,0,0,0,ST CLAIR,4/28/2013 0:00,11:20,2013,2013,"H704,","UP,",1,"H7,","H,",YARD,Illinois,38.595367,-90.154444,"Illinois
(38.595367, -90.154444)"
Raking collision,2016:07:ALS:20160718,0,0,76,133600,0,0,0,ST CLAIR,7/18/2016 0:00,2:30,2016,2016,"H607,","ALS,",7,"H6,","H,",YARD,Illinois,38.5994,-90.152508,"Illinois
(38.5994, -90.152508)"
Derailments,2014:03:BNSF:CH0314118,0,0,61000,4000,0,0,0,CARROLL,3/23/2014 0:00,4:15,2014,2014,"E53C,","BNSF,",1,"E5,","E,",MAIN,Illinois,42.087517,-90.151741,"Illinois
(42.087517, -90.151741)"
Derailments,2012:10:TRRA:12040,0,0,29478,86152,3,0,0,ST CLAIR,10/21/2012 0:00,19:30,2012,2013,"M405,","TRRA,UP,",1,"M4,","M,",MAIN,Illinois,38.6028,-90.151718,"Illinois
(38.6028, -90.151718)"
Derailments,2013:02:ALS:020213,0,0,5318,6300,0,0,0,ST CLAIR,2/2/2013 0:00,9:55,2013,2013,"S016,","ALS,",7,"S0,","S,",YARD,Illinois,38.599432,-90.151577,"Illinois
(38.599432, -90.151577)"
Derailments,2016:06:KCS:16061002,0,0,35297,69600,6,2,0,RANKIN,6/10/2016 0:00,15:00,2016,2016,"H702,","KCS,",7,"H7,","H,",YARD,Mississippi,32.257664,-90.151547,"Mississippi
(32.257664, -90.151547)"
